- Depth 0 | Player 2 | Move None | Score 0.3 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.838 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 5 | Score -0.838 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 6 | Score -0.838 | α=0.0, β=0.288
                - Depth 4 | Player 2 | Move 3 | Score 0.512 | α=0.512, β=0.0
                    - Depth 5 | Player 1 | Move 0 | Score 0.512 | α=-0.325, β=0.0
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.512, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score 0.512 | α=0.512, β=0.0
                    - Depth 5 | Player 1 | Move 0 | Score 0.512 | α=-0.325, β=0.0
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.512, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score 0.512 | α=0.512, β=0.0
                    - Depth 5 | Player 1 | Move 0 | Score 0.512 | α=-0.325, β=0.0
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.512, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score 0.512 | α=0.512, β=0.0
                    - Depth 5 | Player 1 | Move 0 | Score 0.512 | α=-0.325, β=0.0
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.512, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.512, β=0.0 [PRUNED]
            - Depth 3 | Player 1 | Move 2 | Score -0.488 | α=0.0, β=-0.488
                - Depth 4 | Player 2 | Move 0 | Score 0.288 | α=0.288, β=0.288
                    - Depth 5 | Player 1 | Move 0 | Score -0.263 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 1 | Score 0.288 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.288 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.288 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.288 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.288 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.288 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score -0.488 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 0 | Score -0.55 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 1 | Score -0.538 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 2 | Score -0.5 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 3 | Score -0.488 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 4 | Score -0.8 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 5 | Score -0.8 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 6 | Score -0.8 | α=0.0, β=0.288
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.0, β=-0.488 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.0, β=-0.488 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.0, β=-0.488 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.0, β=-0.488 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.0, β=-0.488 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score -0.475 | α=0.0, β=-0.475
                - Depth 4 | Player 2 | Move 0 | Score 0.062 | α=0.062, β=0.288
                    - Depth 5 | Player 1 | Move 0 | Score -0.263 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 1 | Score 0.0 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 2 | Score 0.05 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 3 | Score 0.062 | α=0.05, β=0.288
                    - Depth 5 | Player 1 | Move 4 | Score 0.05 | α=0.062, β=0.288
                    - Depth 5 | Player 1 | Move 5 | Score -0.263 | α=0.062, β=0.288
                    - Depth 5 | Player 1 | Move 6 | Score -0.263 | α=0.062, β=0.288
                - Depth 4 | Player 2 | Move 1 | Score -0.475 | α=0.0, β=0.062
                    - Depth 5 | Player 1 | Move 0 | Score -0.55 | α=0.0, β=0.062
                    - Depth 5 | Player 1 | Move 1 | Score -0.538 | α=0.0, β=0.062
                    - Depth 5 | Player 1 | Move 2 | Score -0.488 | α=0.0, β=0.062
                    - Depth 5 | Player 1 | Move 3 | Score -0.475 | α=0.0, β=0.062
                    - Depth 5 | Player 1 | Move 4 | Score -0.488 | α=0.0, β=0.062
                    - Depth 5 | Player 1 | Move 5 | Score -0.8 | α=0.0, β=0.062
                    - Depth 5 | Player 1 | Move 6 | Score -0.8 | α=0.0, β=0.062
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.0, β=-0.475 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.0, β=-0.475 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.0, β=-0.475 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.0, β=-0.475 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.0, β=-0.475 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score -0.488 | α=0.0, β=-0.488
                - Depth 4 | Player 2 | Move 0 | Score 0.05 | α=0.05, β=0.288
                    - Depth 5 | Player 1 | Move 0 | Score -0.263 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 1 | Score 0.0 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 2 | Score -0.263 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 3 | Score 0.05 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 4 | Score 0.037 | α=0.05, β=0.288
                    - Depth 5 | Player 1 | Move 5 | Score 0.025 | α=0.05, β=0.288
                    - Depth 5 | Player 1 | Move 6 | Score -0.263 | α=0.05, β=0.288
                - Depth 4 | Player 2 | Move 1 | Score -0.488 | α=0.0, β=0.05
                    - Depth 5 | Player 1 | Move 0 | Score -0.55 | α=0.0, β=0.05
                    - Depth 5 | Player 1 | Move 1 | Score -0.538 | α=0.0, β=0.05
                    - Depth 5 | Player 1 | Move 2 | Score -0.8 | α=0.0, β=0.05
                    - Depth 5 | Player 1 | Move 3 | Score -0.488 | α=0.0, β=0.05
                    - Depth 5 | Player 1 | Move 4 | Score -0.5 | α=0.0, β=0.05
                    - Depth 5 | Player 1 | Move 5 | Score -0.513 | α=0.0, β=0.05
                    - Depth 5 | Player 1 | Move 6 | Score -0.8 | α=0.0, β=0.05
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.0, β=-0.488 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.0, β=-0.488 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.0, β=-0.488 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.0, β=-0.488 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.0, β=-0.488 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score -0.513 | α=0.0, β=-0.513
                - Depth 4 | Player 2 | Move 0 | Score 0.025 | α=0.025, β=0.288
                    - Depth 5 | Player 1 | Move 0 | Score -0.263 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 1 | Score 0.0 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 2 | Score -0.263 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 3 | Score -0.263 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 4 | Score 0.025 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 5 | Score 0.013 | α=0.025, β=0.288
                    - Depth 5 | Player 1 | Move 6 | Score 0.0 | α=0.025, β=0.288
                - Depth 4 | Player 2 | Move 1 | Score -0.513 | α=0.0, β=0.025
                    - Depth 5 | Player 1 | Move 0 | Score -0.55 | α=0.0, β=0.025
                    - Depth 5 | Player 1 | Move 1 | Score -0.538 | α=0.0, β=0.025
                    - Depth 5 | Player 1 | Move 2 | Score -0.8 | α=0.0, β=0.025
                    - Depth 5 | Player 1 | Move 3 | Score -0.8 | α=0.0, β=0.025
                    - Depth 5 | Player 1 | Move 4 | Score -0.513 | α=0.0, β=0.025
                    - Depth 5 | Player 1 | Move 5 | Score -0.525 | α=0.0, β=0.025
                    - Depth 5 | Player 1 | Move 6 | Score -0.538 | α=0.0, β=0.025
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.0, β=-0.513 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.0, β=-0.513 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.0, β=-0.513 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.0, β=-0.513 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.0, β=-0.513 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score 0.0 | α=0.0, β=0.0
                - Depth 4 | Player 2 | Move 0 | Score 0.0 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 0 | Score -0.263 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 1 | Score 0.0 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 2 | Score -0.263 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 3 | Score -0.263 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 4 | Score -0.263 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 5 | Score 0.0 | α=0.0, β=0.288
                    - Depth 5 | Player 1 | Move 6 | Score -0.013 | α=0.0, β=0.288
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.0, β=0.0 [PRUNED]
        - Depth 2 | Player 2 | Move 2 | Score 0.0 | α=0.0, β=0.0
            - Depth 3 | Player 1 | Move 0 | Score -0.325 | α=-inf, β=-0.325
                - Depth 4 | Player 2 | Move 0 | Score 0 | α=0, β=0.0
                    - Depth 5 | Player 1 | Move 0 | Score 0 | α=-inf, β=0.0
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score -0.325 | α=-0.325, β=0.0
                    - Depth 5 | Player 1 | Move 0 | Score -0.35 | α=-inf, β=0.0
                    - Depth 5 | Player 1 | Move 1 | Score -0.325 | α=-0.35, β=0.0
                    - Depth 5 | Player 1 | Move 2 | Score -0.85 | α=-0.325, β=0.0
                    - Depth 5 | Player 1 | Move 3 | Score -0.562 | α=-0.325, β=0.0
                    - Depth 5 | Player 1 | Move 4 | Score -0.85 | α=-0.325, β=0.0
                    - Depth 5 | Player 1 | Move 5 | Score -0.85 | α=-0.325, β=0.0
                    - Depth 5 | Player 1 | Move 6 | Score -0.85 | α=-0.325, β=0.0
                - Depth 4 | Player 2 | Move 2 | Score 0.45 | α=0.45, β=-0.325
                    - Depth 5 | Player 1 | Move 0 | Score 0.45 | α=-inf, β=-0.325
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.45, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.45, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.45, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.45, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.45, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.45, β=-0.325 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.438 | α=0.438, β=-0.325
                    - Depth 5 | Player 1 | Move 0 | Score 0.438 | α=-inf, β=-0.325
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.438, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.438, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.438, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.438, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.438, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.438, β=-0.325 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score 0.75 | α=0.75, β=-0.325
                    - Depth 5 | Player 1 | Move 0 | Score 0.75 | α=-inf, β=-0.325
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score 0.75 | α=0.75, β=-0.325
                    - Depth 5 | Player 1 | Move 0 | Score 0.75 | α=-inf, β=-0.325
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score 0.75 | α=0.75, β=-0.325
                    - Depth 5 | Player 1 | Move 0 | Score 0.75 | α=-inf, β=-0.325
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.75, β=-0.325 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.75, β=-0.325 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score 0.0 | α=-0.325, β=0.0
                - Depth 4 | Player 2 | Move 0 | Score 0.263 | α=0.263, β=0.0
                    - Depth 5 | Player 1 | Move 0 | Score 0.263 | α=-0.325, β=0.0
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.263, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.263, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.263, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.263, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.263, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.263, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.0 | α=0.0, β=0.0
                    - Depth 5 | Player 1 | Move 0 | Score -0.038 | α=-0.325, β=0.0
                    - Depth 5 | Player 1 | Move 1 | Score -0.025 | α=-0.038, β=0.0
                    - Depth 5 | Player 1 | Move 2 | Score 0.0 | α=-0.025, β=0.0
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.0, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.0, β=0.0 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.0, β=0.0 [PRUNED]
